show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average
33238,TV Show,Running Man,안재철,"Yoo Jae-suk, Jee Seok-jin, Kim Jong-kook, Haha, Song Ji-hyo",South Korea,2010-07-11,2010,8.241,1 Seasons,"Comedy, Reality",ko,A reality and competition show where members are joined by celebs to complete a weekly mission to win the race with Seoul as the beautiful backdrop.,1929.898,187,8.241
58581,TV Show,Antiques Road Trip,Ian Hendry,Tim Wonnacott,United Kingdom,2010-03-08,2010,5.0,1 Seasons,Documentary,en,"Antiques experts travel across the country, competing to make a profit at auction.",581.634,8,5.0
214252,TV Show,All My Love For You,Hwang Kyo Jin,"Kim Kap-soo, Park Mi-sun, Kim Yeong-ok, Yoon Seung-ah, Jo Kwon",South Korea,2010-11-08,2010,0.0,1 Seasons,Comedy,ko,"The story of the relationship between two families, based on the traditional Korean Cinderella folktale about Kongji and Patji. The Kongji family is poor but kind, while the Patji family is rich but selfish.",314.291,0,0.0
46182,TV Show,Ti Ti Ti,"Ary Coslov, Maria de Médicis, Marcelo Zambelli, Jorge Fernando","Murilo Benício, Alexandre Borges, Cláudia Raia, Isis Valverde, Caio Castro",Brazil,2010-07-19,2010,7.4,1 Seasons,Soap,pt,Brazilian telenovela based on the 1985 telenovela of the same name.,278.459,17,7.4
18059,TV Show,Rubi,"Manny Palo, Erick C. Salud, Darnel Joy Villaflor, Don Cuaresma","Angelica Panganiban, Jake Cuenca, Shaina Magdayao, Diether Ocampo, Cherry Pie Picache",Philippines,2010-02-15,2010,0.0,1 Seasons,Drama,tl,"Rubi was a television series in the Philippines that is a remake of Televisa's Rubí and produced by ABS-CBN which premiered February 15, 2010.",222.934,0,0.0
45817,TV Show,Passione,"Carlos Araújo, André Câmara, Allan Fiterman, Natália Grimberg, Luiz Henrique Rios, Denise Saraceni","Tony Ramos, Mariana Ximenes, Fernanda Montenegro, Reynaldo Gianecchini, Aracy Balabanian",Brazil,2010-05-17,2010,6.5,1 Seasons,Soap,pt,"Passíone is a Brazilian telenovela that originally aired on Rede Globo from May 05, 2010 to January 14, 2011. Is created and written by Sílvio de Abreu.

The plot has the actors Fernanda Montenegro, Tony Ramos, Mariana Ximenes, Reynaldo Gianecchini, Carolina Dieckmann, Rodrigo Lombardi, Marcello Antony, Larissa Maciel, Werner Schünemann, Mayana Moura and Aracy Balabanian in the leading roles.

Replacing Viver a Vida, it premiered in May 05, 2010 and ended its run in January 14, 2011 consisting of 209 episodes.",214.841,13,6.5
34035,TV Show,Aurora,"David Posada, Otto Rodríguez, Tony Rodríguez","Sara Maldonado, Eugenio Siller, Sonya Smith, Jorge Luis Pila, Aylín Mújica",United States of America,2010-11-01,2010,7.3,1 Seasons,"Mystery, Soap, Drama, Crime",es,"Having been cryogenically frozen for 20 years, Aurora's heart torn between past and present : memories of an old love and chance of a new one.",159.659,103,7.3
33018,TV Show,Noah,"Lino S. Cayetano, Malu Sevilla","Piolo Pascual, Zaijian Jaranilla, Jodi Sta. Maria, Kristine Hermosa, Jolo Revilla",Philippines,2010-07-12,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Action & Adventure",tl,"Noah was a teleserye Philippine action-fantasy series produced by ABS-CBN. The series premiered on July 12, 2010.",156.415,0,0.0
18604,TV Show,Three Kingdoms,Gao Xixi,"Chen Jianbin, Yu Hewei, Lu Yi, Yu Rongguang, Kang Kai",China,2010-05-02,2010,7.8,1 Seasons,Drama,zh,A Chinese television series based on the events in the late Eastern Han Dynasty and the Three Kingdoms period.,161.322,23,7.8
61302,TV Show,Un souper presque parfait,David Béland,Antoine Vézina,Canada,2010-08-30,2010,4.8,1 Seasons,Reality,fr,"Each week, five amateur cooks compete against each other hosting a dinner party for the other contestants. Each competitor then rates the host's performance with the winner winning a cash prize. ",190.934,2,4.8
50018,TV Show,The Meaning of Friendship,Rudi Aryanto,"Stefan William, Yuki Kato, Kevin Julio, Cut Meyriska, Raffi Ahmad",Indonesia,2010-06-07,2010,0.0,1 Seasons,"Soap, Drama",id,"Ajeng is a very smart girl but she never knows who her father is. She is one of the students who received a scholarship to enter an elite school. Because she was not a girl from a rich family, Yudha always teased her. However, Ajeng is a very strong girl, every time someone puts her down, she always survives. Yudha and his gang always mock and harass the students who receive scholarships. Fathir, who is also a scholarship recipient, can only be irritated and starts making secret plans to repay what Yudha and his gang have done to him.",139.887,0,0.0
35351,TV Show,Smile Again,"Mo Wan-il, Kim Myung-wook","Ji Chang-wook, Do Ji-won, Park Jung-ah, Oh Ji-eun, Lee Jang-woo","South Korea, United States of America",2010-10-04,2010,5.5,1 Seasons,"Drama, Comedy",ko,"Raised in America by his mentally handicapped mother Anna, Dong Hae dreams of traveling to Korea to propose to the woman he loves.. After qualifying for a speed skating competition, he smuggles his mother to Korea with him, but his undying devotion to her soon begins causing him problems. Finally reconnecting with his lost love Saewa, Dong Hae finds his affections divided when things don’t work out as he planned in this award-winning daily drama.",145.898,2,5.5
38824,TV Show,Hand aufs Herz,Kai Meyer-Ricks,"Vanessa Jung, Andreas Jancke, Sonja Bertram, Selina Shirin Müller, Verena Mundhenke",Germany,2010-10-04,2010,7.0,1 Seasons,Soap,de,"Hand aufs Herz is a German television soap opera and premiered on October 4, 2010 on the private broadcasting station Sat.1. It got canceled in June 2011, announcing the series finale for September 5, 2011. However that changed when Sat.1 decided to drop the show from its line-up and sixx was announced to air the remaining episodes; with a one-hour series finale on September 2, 2011.

The show focuses around a fictional high school in Cologne and tackles with young love, a marriage crisis, a mysterious disappearance, schemes and competition fights, coming out, drug abuse, career chances and forbidden feelings. Hand aufs Herz also introduces something completely new to the genre of a soap opera by including music and dance as one of the main elements.

It has been compared to the successful American television show a hit TV show, Glee and the High School Musical franchise. Even though it started out as a musical series, the show shifts its stories from that plot even though it remains a part of the series.

Hand aufs Herz started two weeks after the failed daily drama Eine wie keine aired its final episode due to low ratings. The show is in direct competition with the long-running soap opera Verbotene Liebe and is starring with Vanessa Jung and Andreas Jancke two of its former stars.",136.503,2,7.0
33843,TV Show,Bantatay,Don Michael Perez,"Raymart Santiago, Gelli De Belen, Camille Prats, Krystal Reyes, Renz Valerio",Philippines,2010-09-20,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Comedy",tl,"Bantatay or The Guardian is a drama-comedy-fantasy series from GMA Network featuring Raymart Santiago, Gelli de Belen, Jennica Garcia and Carl Guevarra. The show premiered on September 20, 2010 replacing Langit Sa Piling Mo. The show also airs on GMA Pinoy TV worldwide which premiered two days later, September 22, 2010, from the original airdate. Due to high ratings, Bantatay initially extended its 10-week run by 3 weeks before finally being extended until February 25, 2011. The show was originally to be replaced by Alakdana but Alakdana was moved to the timeslot previously occupied by Ang Yaman ni Lola after Eat Bulaga. Bantatay was inspired by the 1995 American Film Fluke as well as the hit the children's TV series, 100 Deeds for Eddie McDowd.",131.664,0,0.0
32683,TV Show,Momay,"Manny Palo, Jojo A. Saguin, Darnel Joy Villaflor","Xyriel Manabat, Maliksi Morales, Ejay Falcon, Lorna Tolentino, Glydel Mercado",Philippines,2010-05-24,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Comedy",tl,"Momay is a Filipino fantasy-drama television series which premiered May 24, 2010 on ABS-CBN's Primetime Bida block. The story revolves around a little girl who has died and come back as a ghost to protect and guard her family.",132.077,0,0.0
41827,TV Show,Uma Rosa com Amor,"Luiz Antônio Piá, Rodolfo Silot, Del Rangel","Carla Marins, Cláudio Lins, Mônica Carvalho, Edney Giovenazzi, Betty Faria",Brazil,2010-03-01,2010,6.0,1 Seasons,"Soap, Drama",pt,"Uma Rosa com Amor is a Brazilian telenovela that was produced by SBT, and displayed on 1 March 2010 to August 16, 2010 in 145 chapters. It was written and adapted by James Santiago, inspired by the work Sesso hormone Vincent in collaboration with Renata Dias Gomes and Miguel Paiva and the direction of the soap operas General Del Rangel.

He told Carla Marins, Cláudio Lins, Betty Faria, Mônica Carvalho, Isadora Ribeiro, Edney Giovenazzi, Toni Garrido, Patrícia de Jesus, Carlo Briani and Marina Stacciarini in leading roles.",125.066,1,6.0
32612,TV Show,Check It Out! with Dr. Steve Brule,"Tim Heidecker, Eric Wareheim",John C. Reilly,United States of America,2010-05-16,2010,8.079,1 Seasons,Comedy,en,"See Dr. Steve learn about restaurants, spend time with his family, conquer his fears, and more. Featuring guest appearances by Jan Skylar, Wayne Skylar, and David Liebe Hart.",145.22,63,8.079
39176,TV Show,Behzat Ç.: An Ankara Policeman,Serdar Akar,"Erdal Beşikçioğlu, Canan Ergüder, Ege Aydan, İnanç Konukçu, Berkan Şal",Turkey,2010-09-19,2010,7.7,1 Seasons,"Drama, War & Politics, Action & Adventure, Crime",tr,"Centered around a personally troubled, officially discredited police chief and his inharmonious police team in Ankara Police Force. Even though the show usually focuses on murders and other crimes that happens on a weekly basis, the undertone of the story leads to an eventual duel between Behzat Ç. and the rotten department officials and bureaucrats.",110.381,73,7.7
33359,TV Show,Kristine,"Theodore Boborol, Richard Arellano, Rory B. Quintos","Cristine Reyes, Zanjoe Marudo, Irma Adlawan, Denise Laurel, Eric Fructuoso",Philippines,2010-08-16,2010,6.0,1 Seasons,Drama,tl,"Martha Cecilia's Kristine is a 2010 Filipino romance-drama primetime television series produced and aired by ABS-CBN Broadcasting Corporation. from August 16, 2010 to February 11, 2011 It is based on 54 books of the pocketbook the Kristine Series, by Martha Cecilia. The series is the twelfth installment of Precious Hearts Romances Presents and is the first adaptation to be on a primetime slot.

The series is about two rival families—the Fortalejos and the De Silvas— two sisters of the Fortalejo family unexpectedly fall in love with a De Silva.

It was also the official offering of the celebration of 60 Years of Philippine Soap Operas.",151.351,1,6.0
33903,TV Show,Alyna,"Cathy Garcia-Sampana, FM Reyes","Shaina Magdayao, Jason Abalos, Kaye Abad, Sid Lucero, Francine Prieto",Philippines,2010-09-20,2010,0.0,1 Seasons,Drama,tl,Alyna is a Philippine romantic-drama TV series aired by ABS-CBN. It is the 13th installment of the Precious Hearts Romances series. The series is based on the pocket book Dominic by Martha Cecilia. It is directed by FM Reyes.,104.906,0,0.0
86232,TV Show,The Dream of Red Mansions,Li Shaohong,"Yang Yang, Jiang Mengjie, Li Qin, Tsai Chin, Yang Mi",China,2010-06-24,2010,7.6,1 Seasons,Drama,zh,Jai Baoyu is a male heir who grew up in a wealthy feudal clan dominated by women. His love affairs with his cousins Lin Daiyu and Xue Baochai happened in the midst of his family's struggle to remain influential.,115.879,5,7.6
31484,TV Show,The Last Prince,Mac Alejandre,"Aljur Abrenica, Kris Bernal, Bianca King, Eula Valdez, Angelu de Leon","Philippines, China",2010-01-11,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama",en,"The Last Prince is a fantasy Philippine drama produced by GMA Drama, featuring many fairy tales as a plot device such as Cinderella, Rapunzel and Beauty and the Beast. It is directed by Mac Alejandre and developed by R.J. Nuevas, starring Aljur Abrenica, Kris Bernal, Geoff Eigenmann and Carla Abellana. It premiered on January 11, 2010 on GMA Network. It is aired internationally, with a two-day delay on GMA Pinoy TV, in which the show premiered on January 13, 2010 and ended on June 29, 2010. The show is part of the GMA 60th Year Celebration Offering.",135.334,0,0.0
34413,TV Show,Little Star,Maryo J. de los Reyes,"Jennylyn Mercado, Mark Anthony Fernandez, Lovi Poe, Paolo Contis, Nicky Castro",Philippines,2010-10-25,2010,0.0,1 Seasons,"Drama, Family",tl,"Little Star is a Filipino drama series produced by GMA Network and TAPE Inc.. It stars Jennylyn Mercado, Mark Anthony Fernandez, Lovi Poe and Paolo Contis. This series is directed by Maryo J. Delos Reyes. The show premiered on October 25, 2010 in the Philippines and on October 28, 2010 on GMA Pinoy TV.

The series concluded on February 11, 2011 and replaced by Nita Negrita. It ran for 16 weeks with 80 episodes in all.",116.55,0,0.0
39056,TV Show,Para Volver a Amar,"Eric Morales, Francisco Franco","Rebecca Jones, Alejandro Camacho, René Strickler, Alejandra Barros, Jesús Ochoa",Mexico,2010-07-12,2010,7.6,1 Seasons,Drama,es,"Para Volver a Amar is a Televisa telenovela that aired on the Canal de las Estrellas channel in Mexico from July 12, 2010 to January 30, 2011. It stars Rebecca Jones, Rene Strickler, Alejandro Camacho, Alejandra Barros, and Africa Zavala. The Mexican version however is taken from the original Colombian soap opera series ""El Último Matrimonio Feliz"". The story is about six women who befriend each other and help each other deal with the pains of life, particularly in regards to marriage and relationships. They'll realize that even amidst their problems, happiness is not impossible to attain.

It won seven Premios TVyNovelas awards for Best Telenovela of the Year, Best Male Villain, Best First Actress, Best First Actor, Best Co-Star Actress, Best Co-Star Actor, and Best Young Lead Actor. Para Volver a Amar aired in the United States on Univision from March 8, 2011 to October 28, 2011 at 12am/11pm central.",97.077,116,7.6
32566,TV Show,Magkaribal,"Mae Cruz-Alviar, Nuel C. Naval","Bea Alonzo, Gretchen Barretto, Angel Aquino, Derek Ramsay, Erich Gonzales",Philippines,2010-06-28,2010,6.0,1 Seasons,"Mystery, Drama, Soap",tl,"Magkaribal is a Philippine suspense drama about love, fashion, and family which began on June 28, 2010 on ABS-CBN. The show was launched as part of the half-term show line-up by ABS-CBN as a part of its celebration for the 60th Anniversary of Philippine Soap Opera.

The series is the story of two women in the fashion world who discover they are sisters.",96.063,1,6.0
32731,TV Show,Imortal,"Richard V. Somes, Trina N. Dayrit, Jerry Lopez Sineneng, Chito S. Roño, Lester Pimentel","Angel Locsin, John Lloyd Cruz, Maricar Reyes, Rico Blanco, Piolo Pascual","Philippines, United States of America",2010-10-04,2010,8.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Action & Adventure",en,"Imortal is a Philippine television drama produced by ABS-CBN. Starring John Lloyd Cruz and Angel Locsin. It's a sequel to the 2008 fantasy series, Lobo.",96.848,2,8.0
46440,TV Show,Samurai Girls,Kobun Shizuno,"Rie Kugimiya, Minako Kotobuki, Daisuke Hirakawa, Kaoru Mizuhara, Saori Goto",Japan,2010-10-04,2010,6.537,1 Seasons,"Animation, Comedy, Action & Adventure",ja,"The story takes place in Japan in the early 21st century, in an alternate reality where the Tokugawa Shogunate has remained in power. In this reality, student councils are tasked with oppressing schools. Yagyuu Muneakira is a high school student who rebels against his student council with the help of girls who've had the names of famous samurai heroes passed on to them.",93.596,27,6.537
31553,TV Show,Tanging Yaman,"Manny Palo, Trina N. Dayrit, Lino S. Cayetano","Erich Gonzales, Ejay Falcon, Enchong Dee, Matt Evans, Melissa Ricks",Philippines,2010-01-11,2010,0.0,1 Seasons,Drama,tl,Tanging Yaman was a Filipino political drama program that aired in ABS-CBN Primetime Bida.,107.266,0,0.0
46142,TV Show,Written in the Stars,"Pedro Vasconcelos, Rogério Gomes","Humberto Martins, Nathalia Dill, Alexandre Nero, Débora Falabella, Antonio Calloni",Brazil,2010-04-12,2010,7.6,1 Seasons,"Drama, Soap, Sci-Fi & Fantasy",pt,"Ricardo Aguillar, a powerful physician, loses the only and beloved son, the young Daniel, in an accident. After some time he discovers that the boy had frozen the semen before he died. From there he decides to go hunting for the ""ideal woman"", worthy of being inseminated and become the mother of his grandson. Only fate is about to play a part. When the insemination is finally done and the young woman chosen - the young Viviane - becomes pregnant, the man discovers himself hopelessly in love with her. From then on an unusual and surprising situation will give an electrifying direction to the story: the boy's spirit begins to prowl the family and, although they are in different plans, father and son will dispute the love of the same woman. It will be a clash between the impossible love, therefore idealized, and the realizable love, carnal, with all that it brings of joy and fulfillment, but also of hurts and uncertainties.",90.017,7,7.6
34019,TV Show,Koreana,Gil Tejada Jr.,"Kris Bernal, Rocco Nacino, Eddie Garcia, Eula Valdez, Angelu de Leon",Philippines,2010-10-11,2010,0.0,1 Seasons,"Drama, Family",tl,"Koreana or Jenna is a Filipino drama television series produced by GMA Network. It stars Kris Bernal, Saab Magalona, Steven Silva and Rocco Nacino. This series is directed by Gil Tejada, Jr. and premiered October 11, 2010 on GMA Haponalo block. The show also broadcast internationally through GMA Pinoy TV and premiered three days later, October 14, 2010, from the original airdate. The show concluded on February 25, 2011, comprising a total of one hundred episodes. On May 29, 2013 GMA Life TV airs its English-dubbed version worldwide.",90.588,0,0.0
31474,TV Show,Kung Tayo'y Magkakalayo,"Trina N. Dayrit, Dondon S. Santos, Erick C. Salud","Kris Aquino, Kim Chiu, Gerald Anderson, Gabby Concepcion, Albert Martinez",Philippines,2010-01-18,2010,0.0,1 Seasons,"Action & Adventure, Drama",tl,Kung Tayo'y Magkakalayo is a Philippine primetime drama series that aired on ABS-CBN. It is part of the 60th Year of Pinoy Soap Opera Celebration.,109.335,0,0.0
31642,TV Show,Endless Love,"Mac Alejandre, Andoy Ranay","Marian Rivera, Dingdong Dantes, Dennis Trillo, Nadine Samonte, Bela Padilla",Philippines,2010-06-28,2010,10.0,1 Seasons,Drama,tl,"The perfect and happy lives of Johnny and Jenny turn topsy-turvy when an accident leads their family to discover an incident from the past. The family learns there was a case of baby switching in the hospital the day Jenny was born. They discover that Robert and Katherine's real daughter is Shirley (Nadine Samonte), the poor, mean and resentful classmate of Jenny.",77.317,1,10.0
34271,TV Show,Juanita Banana,Jeffrey Jeturian,"Bianca Manalo, Matt Evans, Rodjun Cruz, Dulce, Katya Santos",Philippines,2010-10-25,2010,0.0,1 Seasons,"Drama, Comedy, Sci-Fi & Fantasy",tl,"Juanita Banana is a Philippine comedy drama created by Pablo S. Gomez. It stars Binibining Pilipinas 2009-Universe, Bianca Manalo in the title role.",78.227,0,0.0
81146,TV Show,Rosario Tijeras,"Carlos Gaviria, Rodrigo Lalinde, Israel Sanchez","Maria Fernanda Yepes, Sebastian Martinez, Andres Sandoval, Laura Perico, Juan David Restrepo",Colombia,2010-07-23,2010,7.32,1 Seasons,"Action & Adventure, Crime, Drama",es,Two men from prominent families vie for the affections of a beautiful yet dangerous woman.,82.107,1062,7.32
32894,TV Show,Trudis Liit,Don Michael Perez,"Jillian Ward, Gina Alajar, Ian Veneracion, Cris Villanueva, Pauleen Luna",Philippines,2010-06-21,2010,0.0,1 Seasons,"Drama, Comedy",tl,"Trudis Liit is a Philippine drama produced by GMA Network, and part of that station's Sine Novela series. Trudis Liit marks the 21st and final installment of the Sine Novela series based on the works by Mars Ravelo. Like all Sine Novela installments, Trudis Liit is based on a movie; this one made in 1963, starring Lolita Rodriguez, Luis Gonzales, Bella Flores and Vilma Santos. It was also remade in 1996 starring Marijoy Adorable, Agatha Tapan, Julio Diaz, Amy Austria, Jean Garcia and Jackie Aquino. The series premiered June 21, 2010 and ended October 22, 2010. Free Replay premiered September 21, 2011 apetitzer aired in December 7, 2011 and re-ended December 14 & 15, 2011. It began airing internationally via GMA Pinoy TV on July 2, 2010. On September 21, 2010, GMA Network ordered additional 45 episodes of the show.

On December 8, 2010 Basahang Ginto Ended Finale.",77.541,0,0.0
32993,TV Show,Ilumina,"Mark A. Reyes, Topel Lee","Rhian Ramos, Aljur Abrenica, Jackie Rice, Cesar Montano, Jean Garcia",Philippines,2010-08-02,2010,6.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Action & Adventure",tl,"Ilumina is a fantasy-themed Philippine drama series about witchcraft, demonic possession,and sorcery directed by Mark A. Reyes and distributed by GMA Network. It premiered on August 2, 2010. The Show is Mentioned On Bubble Gang's Sketch, Cheche Bureche alongside Luna Mystika",86.796,1,6.0
31843,TV Show,Panday Kids,"Mike Tuviera, Dominic Zapata","Buboy Villar, Julian Trono, Sabrina Man, Jolina Magdangal, Marvin Agustin",Philippines,2010-02-22,2010,0.0,1 Seasons,"Action & Adventure, Drama, Sci-Fi & Fantasy",tl,"Panday Kids is a fantasy Philippine drama spin-off from the novel of Carlo J. Caparas. It is produced by GMA Network. This is a television sequel of the 2009 film, Ang Panday which was starred by Bong Revilla. The cast is led by three child stars, Buboy Villar, Julian Trono, and Sabrina Man. The show is part of the GMA 60th Year Celebration Offering.",76.491,0,0.0
33745,TV Show,Grazilda,"Dominic Zapata, Ricky Davao","Glaiza de Castro, Geoff Eigenmann, Yasmien Kurdi, Daniel Matsunaga, Jolina Magdangal",Philippines,2010-09-13,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama",tl,"Grazilda is a Filipino fantasy series based on Drizella, the stepsister of Cinderella. It premiered on GMA Network on September 13, 2010 and on GMA Pinoy TV on September 15, 2010. The series features an alternative history of La petite Pantoufle de Verre in the point of view of Cinderella's stepsister, Grazilda. The final episode of the show aired on January 7, 2011.",81.361,0,0.0
205456,TV Show,Mara Clara,"Tots Mariscal, Jerome Chavez Pobocan","Kathryn Bernardo, Julia Montes, Mylene Dizon, Jhong Hilario, Dimples Romana",Philippines,2010-10-25,2010,4.7,1 Seasons,Drama,tl,"Mara Clara: With Kathryn Bernardo, Julia Montes, Mylene Dizon, Jhong Hilario. Mara and Clara where both born on the same day and switched at birth.",79.774,3,4.7
44807,TV Show,Fatmagul,Hilal Saral,"Beren Saat, Engin Akyürek, Buğra Gülsoy, Kaan Taşaner, Engin Öztürk",Turkey,2010-09-16,2010,8.0,1 Seasons,"Family, Drama",tr,"Fatmagül'ün Suçu Ne? is a Turkish television drama series produced by Ay Yapım and broadcast on Kanal D. The series is based on Vedat Türkali's novel, Fatmagül'ün Suçu Ne?, which was made into a film in 1986. The series is written by duo Ece Yörenç and Melek Gençoğlu. The soundtrack was done by Toygar Işıklı.",75.252,410,8.0
61483,TV Show,The Little Prince,Pierre-Alain Chartier,"Gabriel Bismuth-Bienaimé, Franck Capillery, Guillaume Gallienne, Céline Melloul","France, Germany",2010-12-24,2010,7.9,1 Seasons,"Family, Animation, Kids",fr,The animated adventures of a young interplanetary traveler. Based on the classic children's novel.,99.333,130,7.9
32420,TV Show,Basahang Ginto,Joel Lamangan,"Geoff Eigenmann, Carla Abellana, Jackie Lou Blanco, Rita Avila, Tony Mabesa",Philippines,2010-05-24,2010,1.0,1 Seasons,Drama,tl,"Mars Ravelo's Basahang Ginto or Golden Heart is a Philippine drama and a Sine Novela offering produced by GMA Network starring Carla Abellana and Geoff Eigenmann. It premiered on May 24, 2010 on GMA Network's Dramarama sa Hapon and on May 28, 2010 worldwide on GMA Pinoy TV. It is a TV remake of the 1951 film which was based on the comic by Mars Ravelo. From February 4, 2013 until May 10, 2013, GMA Life TV aired its English-dubbed version worldwide.",63.242,1,1.0
47923,TV Show,Love Is in the Air,Canan Çelik,"Murat Ünalmış, Birce Akalay, Kanbolat Görkem Arslan, Erman Okay, Levend Yılmaz",Turkey,2010-08-09,2010,7.4,1 Seasons,Drama,tr,"A wealthy Hancioglu family owns vast estates in Cappadocia, Turkey. Yusuf (Murat Unalmis) is the oldest son of this family, therefore, he manages the family business and bears all the responsibility of the family. Yusuf is very handsome, rich and hardworking man. Thus, there are lots of women who want to be his bride but, Yusuf wants to get married with a woman whom he loves.",67.957,11,7.4
32446,TV Show,Langit sa Piling Mo,Gil Tejada Jr.,"Heart Evangelista, Mark Herras, JC Tiuseco, Daniel Matsunaga, Katrina Halili",Philippines,2010-05-31,2010,0.0,1 Seasons,Drama,tl,"Langit sa Piling Mo or Heaven With You is a Filipino drama series produced by GMA Network, developed by Senedy Que and directed by Gil Tejada, Jr. The series featured Heart Evangelista, Mark Herras and Katrina Halili as the lead characters. It premiered May 31, 2010. Internationally, it is aired on GMA Pinoy TV with a two-day delay. From July 5, 2012 until October 12, 2012 GMA Life TV aired its English-dubbed version worldwide.

Airport scenes are shot mainly at Ninoy Aquino International Airport Terminal 3 in Pasay City.",93.927,0,0.0
39892,TV Show,Time Goes By,Zeynep Günay Tan,"Ayça Bingöl, Wilma Elles, Yıldız Çağrı Atiksoy, Aras Bulut İynemli, Gün Koper",Turkey,2010-09-14,2010,7.0,1 Seasons,"Family, Drama, War & Politics",tr,"Set in the 1960s, the story of the Akarsu family includes Ali, Cemile and their four children: Berrin, a law student, Aylin and Mete, high school students, and 5 year old Osman. Ali begins an affair with Caroline, a Dutch woman, which leads to the disintegration of the family.",65.521,28,7.0
32014,TV Show,Agua Bendita,"Don M. Cuaresma, Tots Mariscal, Jojo A. Saguin, Malu Sevilla","Andi Eigenmann, Matteo Guidicelli, Jason Abalos, Vina Morales, John Estrada",Philippines,2010-02-08,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama",tl,"Agua Bendita is a fantasy drama series on ABS-CBN in the Philippines, starring Andi Eigenmann.",61.302,0,0.0
85267,TV Show,How I Met Your Mother,"Ovanez Petyan, Fyodor Stukov, Ivan Kitaev","Alexandr Smirnov, Aleksandr Seteykin, Daria Schyogoleva, Aleksandr Ratnikov, Tatyana Fedorovskaya",Russia,2010-10-04,2010,3.6,1 Seasons,Comedy,ru,"How I Met Your Mother, the Russian comedy series produced by the company Good Story Media, which is an adaptation of the eponymous American television series How I Met Your Mother.

The main character of the series, Dima Nosov, in the distant 2034, tells his teenage children about his own youth, as well as the life stories of his friends. Dima describes the circumstances in which he met his future wife. At the same time, he dwells on various events that took place in his life at that time with him and his friends: Pasha Vinogradov, Lucy Lyubimova, Yury Sadovskiy, and Katya Krivchik. The main action of the series takes place in Moscow today (in 1st season - in 2008–2009).",54.846,5,3.6
31983,TV Show,"Zacatillo, un lugar en tu corazón","Gastón Tuset, Claudia Eliza Aguilar","Ingrid Martz, Jorge Aravena, Laura Zapata, Patricia Navidad, Héctor Ortega",Mexico,2010-02-01,2010,0.0,1 Seasons,"Comedy, Drama",es,"Zacatillo, un lugar en tu corazón is a Mexican telenovela produced by Lucero Suárez, starring Ingrid Martz, Jorge Aravena and antagonistic involvement of Laura Zapata, Alejandro Ibarra and Carmen Becerra. Univision aired single episodes of Zacatillo weekdays, from May 10, 2011 to August 5, 2011 at 3pm/2pm central, replacing Mar de amor. From August 8, 2011, Zacatillo aired double episodes at 2pm/1pm central weekdays on Univision. From September 6, 2011 to October 17, 2011, Esperanza del Corazón replaced one hour of Zacatillo at 2pm central, and aired at 3pm central. From March 19 to September 17, 2013, Univision broadcast reruns of Zacatillo, un lugar en tu corazón every Tuesday to Saturday mornings at 1am/12c, replacing Mar de amor. The last episode was broadcast on September 17, 2013 at 1am/12c, with Ni contigo ni sin ti replacing it.",87.8,0,0.0
34277,TV Show,Bitter Coffee,Mehran Modiri,"Siamak Ansari, Mohammadreza Hedayati, Mehran Modiri, Elika Abdolrazzaghi, Sahar Zakaria","Iran, Canada",2010-09-13,2010,4.9,1 Seasons,"Comedy, Drama",fa,"The series begins with history teacher Nima Zande-Karimi (Siamak Ansari) realizing that his extensive research on Persian and world history is of little use to financing his day-to-day life. He is about to leave Tehran for good to go back to his hometown by the name of Darab, when he comes across young university student Roya Atabaki (Sahar Jafari-Jozani) who is researching for her final year dissertation, which is regarding the period 1198–1203, that is said to be a period of turmoil for Iran's ruling elite. Such turmoil that, very few books are available on that period for Roya's research. It is then that Nima receives an anonymous telephone call, which leads him to Niavaran Palace (currently a museum), where he is told to have a coffee and wait. The coffee (which is bitter) is ready and he duly drinks it, his sight becomes hazy, and when he manages to refocus he is in the year 1201 (1822 AD), and the story develops therein.",72.687,11,4.9
32058,TV Show,Great British Railway Journeys,Ben Rowland,Michael Portillo,United Kingdom,2010-01-04,2010,7.3,1 Seasons,Documentary,en,"Michael Portillo takes to the tracks with a copy of George Bradshaw's Victorian Railway Guidebook. Portillo travels the length and breadth of the country to see how the railways changed us, and what of Bradshaw's Britain remains.",68.105,11,7.3
34367,TV Show,My Driver Sweet Lover,"Soxy Topacio, Eric Quizon","JC de Vera, Danita Paner, Arci Muñoz, Richard Gomez, Pilita Corrales",Philippines,2010-10-25,2010,0.0,1 Seasons,"Comedy, Drama",tl,"My Driver Sweet Lover is the first ever teleserye that is aired in Philippines by TV5 and starred by JC de Vera, Danita Paner and Arci Muñoz and was directed by Eric Quizon and Soxie Topacio.",83.39,0,0.0
