show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average
44595,TV Show,Kuttsukiboshi,Naoya Ishikawa,"Miku Isshiki, Naoki Koshida, Asami Imai",Japan,2010-08-16,2010,5.7,1 Seasons,"Sci-Fi & Fantasy, Animation, Drama",ja,"Kuttsukiboshi centers around two girls' ""risky"" summer vacation together. Kiiko is your normal girl, besides her secret of being able to move objects with her mind. When a new student named Aaya moves in, Kiiko starts to develop feelings toward her. The two will eventually then start their romantic relationship. Although everything seems fine, Kiiko does not know that Aaya has another secret, a secret that could ruin Kiiko's feelings and trust for Aaya.",13.758,6,5.7
209168,TV Show,Shin-Men,"Masaaki Yuasa, Yuji Muto","Akiko Yajima, Takahiro Mizushima, Mitsuki Saiga, Hiroyuki Yoshino, Akiko Suzuki",Japan,2010-11-26,2010,7.0,1 Seasons,"Animation, Comedy",ja,"The spinoff is set in a parallel world known as Shin Jigen (Shin Dimension). The titular Shin-men team is composed of five heroes with supernatural powers symbolized by fire (Gou), water (Sui), wind (Hyuu), greenery (Nyoki), and iron (Kan). Together, they fight against their enemy, the evil pigs of Ton-Men.",13.596,1,7.0
84439,TV Show,Secret,"Akihiro Karaki, Nobuyuki Takahashi, Ken Higurashi","Kuranosuke Sasaki, Mirai Shida, Kei Tanaka, Ryo Ryusei, Mitsuru Fukikoshi",Japan,2010-10-15,2010,7.5,1 Seasons,Mystery,ja,"Naoko and Monami, mother and daughter, are in a bus accident. Naoko dies, but her spirit ends up inhabiting Monami's body. She then returns home to Heisuke, dad, and they try to figure out how to live their lives. Additionally, there is some suspicion surrounding the cause of the accident, which Heisuke investigates.",13.72,2,7.5
49767,TV Show,Gonulcelen,"Cevdet Mercan, Ahmet Katıksız","Tuba Büyüküstün, Cansel Elçin, Onur Saylak, Günay Karacaoğlu, Ayda Aksel",Turkey,2010-02-26,2010,7.5,1 Seasons,Drama,tr,"Gönülçelen is inspired by Bernard Shaw's play 'Pygmalion' and its film adaptation 'My Fair Lady'. The series transports the scene to Istanbul where both Murat and Hasret, the two main characters, live. Murat is thirty years old and a successful musician and music educator who was born and raised in Istanbul. He comes from a long line of respected, rich and noble people. The female protagonist Hasret - on the other hand - was born and raised in one of Istanbul's most impoverished neighborhoods. She is a free spirited young woman with a 'foul' mouth. Hasret makes her living by selling flowers and occasionally singing in a band. Murat hears potential in her untrained voice and takes it upon himself to teach her the secrets of music by giving her a classical training.",13.695,11,7.5
45214,TV Show,Super Robot Wars OG: The Inspector,Masami Obari,"Toshiyuki Morikawa, Yuko Mizutani, Kaori Shimizu, Tomokazu Sugita, Mikako Takahashi",Japan,2010-10-03,2010,5.7,1 Seasons,"Sci-Fi & Fantasy, Animation",ja,"Super Robot Wars Original Generation: The Inspector is a Japanese anime series, that retells the events from the Super Robot Taisen: Original Generation 2 game, a game featuring only original characters and mechs created by Banpresto for the Super Robot Wars franchise. It was produced by Asahi Production and started broadcasting in several Japanese TV Stations on October 1, 2010. The anime also received a simulcast release on the English anime streaming website, Crunchyroll.",13.577,3,5.7
59791,TV Show,Joker: Unforgiven Investigator,"Junichi Tsuzuki, Junichi Ishikawa, Masato Hijikata","Masato Sakai, Ryo Nishikido, Anne Watanabe, Ryo, Hiroyuki Hirayama",Japan,2010-07-13,2010,7.0,1 Seasons,"Crime, Drama",ja,"Date Kazuyoshi (Sakai) is a detective on the Kanagawa prefectural police force. During the day, he is known as a ""Buddha"" for his gentle personality, pouring all of his energy into resolving each case. At night, however, he transforms into a cruel punisher as his gentleness gives way to his anger towards the criminals. The series poses questions about what justice and evil truly are. Tokyograph",12.704,6,7.0
34558,TV Show,Turn Back Time,Adam Hopkins,"Hugh Bonneville, Gregg Wallace, Susanna Reid, Juliet Gardiner",United Kingdom,2010-11-02,2010,8.5,1 Seasons,"Documentary, Reality",en,Modern families experience life in previous eras.,12.805,2,8.5
44308,TV Show,Scent of Rain in the Balkans,Ljubiša Samardžić,"Mirka Vasiljević, Aleksandra Bibić, Siniša Ubović, Renata Ulmanski, Kalina Kovačević",Serbia,2010-12-11,2010,0.0,1 Seasons,"Drama, War & Politics",sr,Trials and tribulations of a Jewish family from Sarajevo during turbulent times between 1914 and 1945.,13.265,0,0.0
73026,TV Show,The Firmament of the Pleiades,Wang Jun,"Yuko Tanaka, Wang He Yu, Yu Shaoqun, Yin Tao, Kan Qingzi","China, Japan",2010-01-02,2010,8.0,1 Seasons,Drama,zh,"Two young men looking for a better life enter the royal palace in the midst of a tumultuous political era of the late Qing Dynasty. Chun Er, a poor peasant boy, and Liang Wen Xiu, who grew up in a wealthy household, find their fates are tied together in unexpected ways. The two young men and Chun Er’s younger sister, Ling Er, travel to the Forbidden City together to look for a better future. Based on the popular novel Sokyu no Subaru by Asada Jiro.",13.637,5,8.0
52910,TV Show,Law of the Jungle,Lee Ji-won,Kim Byung-man,South Korea,2011-10-21,2011,4.7,1 Seasons,Reality,ko,"Law of the Jungle is a hybrid reality show combining elements of drama and documentary. The show is hosted by comedian Kim Byung Man, and each episode invites various celebrities from the various field. So far, many of idol stars and famous actors have appeared on the show. The show introduces viewers to exotic locations around the world where celebrities must work together in order to complete missions and survive. The cast celebrities travel to less habituated, natural places to survive on their own and experience life with local tribes and people. In each location, the guests are tasked to hunt and prepare their meals and also create shelter for the tribe. They sometimes confronted by many difficult challenges. Where will the tribe visit? And how will they survive on their own? Stay tuned to check out!",980.27,7,4.7
37606,TV Show,The Amazing World of Gumball,Mic Graves,"Nicolas Cantu, Christian J. Simon, Dan Russell, Teresa Gallagher, Kyla Rae Kowalewski","United Kingdom, United States of America, Germany, Ireland, Sweden",2011-05-03,2011,8.5,1 Seasons,"Animation, Family, Sci-Fi & Fantasy, Comedy",en,"The life of Gumball Watterson, a 12-year old cat who attends middle school in Elmore. Accompanied by his pet, adoptive brother, and best friend Darwin Watterson, he frequently finds himself involved in various shenanigans around the city, during which he interacts with various family members: Anais, Richard, and Nicole Watterson, and other various citizens.",561.077,1472,8.5
46154,TV Show,Rebel Rio,"Daniel Ghivelder, Ivan Zettel, Rudi Lagemann, Patricia Faloppa","Sophia Abrahão, Micael Borges, Lua Blanco, Arthur Aguiar, Mel Fronckowiak",Brazil,2011-03-21,2011,7.0,1 Seasons,"Family, Drama, Soap",pt,"Elite Way is one of the most renowned educational institutions in the country, where students have access to high quality education and play sports. Despite the rigid schedule, the richest families in Rio de Janeiro want that their children study in the Elite Way. This is the case of Alice, Diego, Roberta, Carla and Tomás, some rebel teenagers and full of fancies that will discover in music a common goal.

",343.777,11,7.0
80281,TV Show,Larva,Maeng Joo-gong,"Hong Bum-ki, Ahn Hyo-min, Kang Shi-hyun",South Korea,2011-03-26,2011,7.2,1 Seasons,"Animation, Comedy, Kids, Family",ko,Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,288.242,17,7.2
50913,TV Show,Klemmena Oneira,"Thanasis Iatridis, Giannis Spyronis","Elisavet Moutafi, Alexandros Stavrou, Athina Oikonomakou, Konstantinos Lagkos, Vaso Laskaraki",Greece,2011-12-11,2011,5.0,1 Seasons,Drama,el,"Stauros, a brilliant student, has taken a scholarship to a college. He meets a beautiful girl there, Fay, and falls in love with her, but her ex-boyfriend Aris makes trouble for him.",267.002,2,5.0
39588,TV Show,Dos Hogares,Víctor Fouilloux,"Anahí, Carlos Ponce, Sergio Goyri, Alfredo Adame, Olivia Collins",Mexico,2011-06-27,2011,7.7,1 Seasons,"Drama, Soap",es,"Dos Hogares is a Mexican telenovela produced by Emilio Larrosa for Televisa.

Anahí, Carlos Ponce, Sergio Goyri, Alfredo Adame, Laura León, Jorge Ortiz de Pinedo, Joana Benedek, Víctor Noriega, Claudia Álvarez, Abraham Ramos, Malillany Marín and Olivia Collins in the leading roles.

Canal de las Estrellas aired Dos Hogares from June 27, 2011 to January 20, 2012, with Abismo de Pasión replacing it. From October 31, 2011 to May 29, 2012., Univision broadcast Dos Hogares at 3pm central, replacing one hour of Ni Contigo Ni Sin Ti.",244.044,69,7.7
34891,TV Show,Jake and the Never Land Pirates,Howy Parkins,"David Arquette, Jeff Bennett, Corey Burton, Gabe Eggerling, Megan Richie","United States of America, Poland",2011-02-14,2011,6.5,1 Seasons,"Family, Animation, Action & Adventure",en,"A crew of kid pirates - leader Jake and pals Izzy and Cubby - and their Never Land adventures as they work to outwit two infamous characters, the one and only Captain Hook and Smee.",271.873,49,6.5
40697,TV Show,Herzflimmern – Die Klinik am See,Daniel Anderson,"Hans Stadlbauer, Ralph Schicha, Nova Meierhenrich, Bettina Redlich, Caroline Beil",Germany,2011-04-04,2011,0.0,1 Seasons,Drama,de,Herzflimmern – Die Klinik am See is a German television series.,226.482,0,0.0
73048,TV Show,SNL Korea,Baek Seung-ryong,"Jang Do-yeon, Shin Dong-yup, Lee Se-young, Jung Sung-ho, An Young-mi",South Korea,2011-12-03,2011,7.7,1 Seasons,Comedy,ko,"Korea's version of the late-night live television sketch comedy and variety show. The show's comedy sketches, which parody contemporary culture and politics, are performed by a large and varying cast of repertory cast members.",208.866,6,7.7
97010,TV Show,Living Among the Rich,Kim Sok-yun,"Kim Hye-ja, Oh Ji-eun, Hyun Woo, Lee Sang-yeob, Lee Bo-hee",South Korea,2011-12-05,2011,9.0,1 Seasons,Family,ko,"Ji-Eun is thrilled to hear that her mother Hye-Ja is moving to Cheongdam neighborhood. Hye-Ja & Ji-Eun lived in the suburbs for thier whole life. Ji-Eun dreams of living a luxurious life, but her reality is quite different. The house they move into is on the 2nd story of a building which looks like it will collapse. The first floor of the building is a comic book shop and the second floor is a lodging house. Their building is located between luxurious buildings in Cheongdam neighborhood.",209.872,2,9.0
55630,TV Show,Masterchef Italy,Umberto Spinazzola,"Bruno Barbieri, Antonino Cannavacciuolo, Giorgio Locatelli",Italy,2011-09-21,2011,7.0,1 Seasons,Reality,it,"Italian adaptation of the MasterChef format. The show features a series of challenges in which contestants must demonstrate their culinary skills. These include knowledge of edible products, exceptional creativity, and mastery of various cooking techniques and recipes. Additionally, contestants are expected to show adaptability in different situations, game strategy, and human charisma.",240.628,23,7.0
39055,TV Show,Munting Heredera,Maryo J. de los Reyes,"Gloria Romero, Mark Anthony Fernandez, Camille Prats, Katrina Halili, Roderick Paulate",Philippines,2011-05-09,2011,6.0,1 Seasons,"Mystery, Drama",tl,"Munting Heredera or Little Heiress is a Filipino family-oriented drama series created and developed by Maryo J. de los Reyes for GMA Network. Playing the lead role of Doña Anastacia, a rich widow in search of her ""munting heredera"", is the multi-award winning actress and one of the original Queens of Philippine cinema, Gloria Romero, making her television debut. The show was first shown on May 9, 2011, replacing Dwarfina on GMA Network and on May 11, 2011, on GMA Pinoy TV.

Worldwide, via GMA Pinoy TV, the quality of the picture is much finer but is still at 480i, though digitally mastered.

The series was extended for five weeks more than its original plan, but after one week the show was extended again for an additional five weeks for the second time. A third extension of 10 weeks was made.

The series concluded on February 3, 2012, and was replaced by Biritera. It ran for thirty nine weeks with the total of 195 episodes.",192.736,1,6.0
55285,TV Show,Traffic Light,"Roman Fokin, Ekaterina Zabulonskaya","Aleksandr Makogon, Dmitriy Miller, Dzhemal Tetruashvili, Olga Medynich, Irina Nizina",Russia,2011-03-28,2011,5.9,1 Seasons,Comedy,en,"""Traffic Light"" is a story about three childhood friends. They are slightly over 30. They are men in their prime. One is married, another is busy, the third is free as the wind. The characters are absolutely not similar, but they are united by friendship and a different, but still sincere love for women.",200.494,6,5.9
50878,TV Show,Empresses in the Palace,Xiaolong Zheng,"Sun Li, Ada Choi Siu-Fan, Jiang Xin, Lan Xi, Tao Xinran",China,2011-11-17,2011,8.5,1 Seasons,Drama,zh,"Zhen Huan, a 17-year-old innocent introduced into the imperial court as the latest concubine of Emperor Yong Zheng. Her dreams of a new life of love and prosperity are swiftly dashed as she enters a dog-eat-dog world of treachery and corruption.",183.407,55,8.5
38174,TV Show,Under A Red Sky,"Mauricio Meneses, Pablo Gómez Sáenz","Edith González, Regina Torné, Andrea Noli, Aura Cristina Geithner, Mauricio Islas",Mexico,2011-05-23,2011,3.0,1 Seasons,"Drama, Comedy",es,"Cielo Rojo is a Mexican soap opera by TV Azteca. It stars Edith González and Mauricio Islas as the leading protagonists, with Regina Torné as the main villain and Alejandra Lazcano as leading teen cast. Filming lasted from 4 April 2011 to 1 December 2011. It premiered on 23 May 2011 on Azteca 13, occupying Entre el Amor y el Deseo's slot.",149.459,1,3.0
39824,TV Show,Reputasyon,"Jeffrey Jeturian, Mervyn Brondial, Rechie A. Del Carmen","Cristine Reyes, Rayver Cruz, Jason Abalos, Aiko Melendez, Jaclyn Jose",Philippines,2011-07-11,2011,6.0,1 Seasons,"War & Politics, Drama",tl,"Reputasyon is a Philippine romance drama previously aired by ABS-CBN. It stars Cristine Reyes together with Rayver Cruz and Jason Abalos. It also stars the daytime television comeback of Aiko Melendez and Jaclyn Jose. It originally aired on the 2:00-2:45 p.m. timeslot, until September 19, 2011 when it was moved to the 5:00-5:45 p.m. timeslot as requested by the televiewers.",140.883,1,6.0
66250,TV Show,Celebrity Antiques Road Trip,Ian Hendry,Tim Wonnacott,United Kingdom,2011-10-24,2011,5.0,1 Seasons,Talk,en,Antiques experts accompany celebrities on a road trip around the UK searching for treasures and competing to make the most money at auction,146.37,4,5.0
45818,TV Show,Cordel Encantado,"Amora Mautner, Ricardo Waddington","Cauã Reymond, Bianca Bin, Bruno Gagliasso, Carmo Dalla Vecchia, Nathalia Dill",Brazil,2011-04-11,2011,7.6,1 Seasons,"Drama, Soap",pt,"Cordel Encantado is an epic telenovela encircled by castles, kings and outlaws that tells a majestic love story between Azucena and Jesuino: two noble spirited young people who are unaware of their true origins. Beautiful Azucena and her hero Jesuíno go through many adventures in their determination to stay together.",136.208,10,7.6
41920,TV Show,Aquele Beijo,"Marcelo Zambelli, Tande Bressane, Leandro Neri, Roberto Palma, Cininha de Paula","Giovanna Antonelli, Grazi Massafera, Ricardo Pereira, Bruno Garcia, Fernanda Souza",Brazil,2011-10-17,2011,3.6,1 Seasons,Soap,pt,"Aquele Beijo is a Brazilian telenovela produced by Rede Globo and exhibited in the schedule of 19 hours. Written by Miguel Falabella, Flávio Marinho and Antonia Pellegrino, and directed by Roberto Talma and Cininha de Paula, its release was the day October 17, 2011, replacing Morde & Assopra.",133.463,5,3.6
128094,TV Show,The Show,Kim chil sung,"Kim Yo-han, Kang Yeo-sang, Han Ji-hyo",South Korea,2011-04-15,2011,0.0,1 Seasons,Reality,ko,"The Show is a South Korean music television program broadcast by SBS MTV. It airs live every Tuesday and is broadcast from the SBS Prism Tower in Sangam-dong, Seoul, South Korea.",129.659,0,0.0
37652,TV Show,Una familia con suerte,"Salvador Sánchez, Jorge Fons, Aurelio Ávila","Daniela Castro, Sergio Sendel, Arath de la Torre, Luz Elena González, Mayrín Villanueva",Mexico,2011-02-14,2011,7.6,1 Seasons,"Comedy, Drama, Family",es,A Mexican telenovela based on the Argentinean telenovela Los Roldán.,177.964,151,7.6
88131,TV Show,High Kick: Revenge of the Short Legged,Kim Byeong-wook,"Ahn Nae-sang, Yun Yoo-sun, Yoon Kye-sang, Park Ha-seon, Seo Ji-seok",South Korea,2011-09-19,2011,6.5,1 Seasons,"Comedy, Drama, Family",ko,"Ahn Nae Sang and Yoon Yoo Sun are middle aged husband and wife. When his business goes bankrupt, this couple moves in to her brother's house and the conflict starts.",175.89,6,6.5
60278,TV Show,Julia,"Sławomir Pstrong, Marcin Solarz, Arkadiusz Luboń, Adrian Kręciszewski","Julia Rosnowska, Krystian Wieczorek, Michał Lewandowski, Bartosz Obuchowicz, Marta Żmuda-Trzebiatowska",Poland,2011-12-23,2011,7.0,1 Seasons,Soap,pl,"Julia is the Polish soap opera. It is broadcast on weekdays on TVN since Monday, January 2, 2012. The pilot episode was broadcast on Friday, December 23, 2011, after the final episode of Prosto w serce.",123.593,1,7.0
41263,TV Show,Dinossaurs & Robots,"Roberta Richard, André Felipe Binder, Pedro Vasconcelos, Fábio Strazzer","Marcos Pasquim, Adriana Esteves, Vanessa Giácomo, Mateus Solano, Flávia Alessandra",Brazil,2011-03-21,2011,6.2,1 Seasons,"Soap, Drama",pt,An innovative telenovela set against the backdrop of the discovery of ancient fossils by a top paleontologist and the invention of futuristic robots by a brilliant scientist.,117.437,6,6.2
40061,TV Show,My Binondo Girl,"Malu Sevilla, Francis Xavier Pasion","Kim Chiu, Jolo Revilla, Ai-Ai delas Alas, Gina Pareño, Cherry Pie Picache","China, Philippines",2011-08-22,2011,5.0,1 Seasons,"Drama, Comedy",tl,A girl pretends to be a boy in order to be accepted by her father.,156.017,2,5.0
219625,TV Show,Galaxy Park,"Gert-Jan Booy, Dries Vos","Lauren De Ruyck, Nicolas Caeyers, Immanuel Lemmens, Soy Kroon, Astrid Sercu",Belgium,2011-11-28,2011,6.0,1 Seasons,"Kids, Family, Sci-Fi & Fantasy, Soap",nl,Galaxy Park the story of six youngsters who work in a holiday park. Soon they discover that one of them is an alien. The six start the search to find the mysterious creature and try to figure out what his intentions are. But they are not the only ones who are interested in the alien..,109.991,1,6.0
38997,TV Show,Scaredy Squirrel,"Mike MacDougall, Matt Ferguson","Terry McGurrin, Jonathan Gould, Patrick McKenna, Jayne Eastwood, David Berni",Canada,2011-04-01,2011,6.4,1 Seasons,"Animation, Comedy, Kids",en,"With help from skunk Dave, the lovably geeky Scaredy Squirrel uses his quirks and creativity to tackle the challenges of daily life in Balsa City.",108.407,9,6.4
97750,TV Show,Esperanza,María Eugenia Rencoret,"Daniela Ramírez, Álvaro Escobar, Ingrid Cruz, Patricio Achurra, Shlomit Baytelman",Chile,2011-08-29,2011,0.0,1 Seasons,"Soap, Drama",es,"Esperanza is a Peruvian nanny, who  arrives in Chile with her son, in search of better job opportunities.",119.863,0,0.0
38948,TV Show,Rafaela,"Víctor Fouilloux, Xavier Romero, Claudio Reyes","Scarlet Ortiz, Jorge Poza, Diana Bracho, Chantal Andere, Rogelio Guerra",Mexico,2011-01-31,2011,0.0,1 Seasons,Drama,en,"Rafaela is a Mexican telenovela produced by Nathalie Lartilleux for Televisa. It is based on the Venezuelan telenovela of the same name produced in 1977.

Scarlet Ortiz and Jorge Poza star as the main protagonists, while Chantal Andere, Diana Bracho and Arturo Carmona star as the main antagonists.

Though Rafaela was nominated for best female antagonist, best first actor, and best first actress, it did not win any awards.

Canal de las Estrellas originally broadcast Rafaela at 5pm MDT from January 31 to March 11, 2011. From March 14 to July 15, 2011, it was moved to 4PM MDT. From June 20 to August 5, 2011, Univision transmitted Rafaela weekdays at 1pm central for 2 hours, replacing Niña de mi Corazón. From August 8, 2011 to October 14, 2011, one episode was shown weekdays at 1pm central.",113.581,0,0.0
39898,TV Show,Kung Fu Panda: Legends of Awesomeness,Peter Hastings,"Mick Wingert, Kari Wahlgren, James Sie, Amir Talai, Fred Tatasciore",United States of America,2011-09-19,2011,7.4,1 Seasons,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",en,"Now living in his permanent home at the Jade Palace with the rest of the Furious Five, Po the Panda trains, battles, learns, teaches, stumbles, gabs and ""geeks out"" as the newest hero in the Valley of Peace.",110.12,181,7.4
59092,TV Show,The Life We Lead,"Jayme Monjardim, Luciano Sabino, Teresa Lampréia, Leonardo Nogueira, Fabrício Mamberti","Fernanda Vasconcellos, Marjorie Estiano, Rafael Cardoso, Thiago Lacerda, Ana Beatriz Nogueira",Brazil,2011-09-26,2011,8.0,1 Seasons,"Drama, Soap",pt,"This moving telenovela tells the story of an unconditional love that overcomes life’s unexpected turnarounds. Ana is a promising tennis player who counts on best friend and sister Manuela for support. After a terrible car accident, Ana goes into a deep coma and only emerges from it five years later. Now, she must struggle to recover the life that went on without her and that she no longer recognizes as her own.",144.551,12,8.0
34490,TV Show,Dwarfina,Mike Tuviera,"Heart Evangelista, Dennis Trillo, Janice de Belen, Cris Villanueva, Chanda Romero",Philippines,2011-01-10,2011,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama",tl,"Dwarfina is a telefantasya produced by GMA Network starring Heart Evangelista and Dennis Trillo with Angelika dela Cruz. The show was originally to be aired November 2010 but was postponed to January 10, 2011. The show premiered on January 12, 2011 on GMA Pinoy TV, two days after its original airdate. After quite a successful run, it is set to be replaced by Munting Heredera and the series ended on May 6, 2011. It ran for seventeen weeks with the total of 83 episodes.",98.789,0,0.0
35319,TV Show,Babaeng Hampaslupa,"Joyce E. Bernal, Eric Quizon","Alex Gonzaga, Susan Roces, Alice Dixson, Freddie Webb, Eddie Garcia",Philippines,2011-02-07,2011,0.0,1 Seasons,"Drama, Soap",tl,"Babaeng Hampaslupa is a soap opera aired in Philippines by TV5 and starred by Susan Roces along with Alice Dixson and Alex Gonzaga and is directed by Eric Quizon and Joyce Bernal.

The timeslot was changed through the April Season to 9pm the original time the Series was normally shown was 8:30pm and moved up to 9:00-9:30pm after its Primetime Suspense Series Mga Nagbabagang Bulaklak on its Primetime block.",98.027,0,0.0
37723,TV Show,Minsan Lang Kita Iibigin,"Avel E. Sunpongco, Darnel Joy Villaflor, Ruel S. Bayani","Coco Martin, Maja Salvador, Andi Eigenmann, Martin del Rosario, Lorna Tolentino",Philippines,2011-03-07,2011,0.0,1 Seasons,"Action & Adventure, Mystery, Drama",tl,Minsan Lang Kita Iibigin is a critically acclaimed Philippine family military drama series that aired on ABS CBN featuring an ensemble cast.,129.954,0,0.0
37722,TV Show,Dream High,"Mo Wan-il, Lee Eung-bok","Bae Suzy, IU, Park Jin-young, Kang So-ra, Jeong Jin-woon",South Korea,2011-01-03,2011,6.7,1 Seasons,Drama,ko,Six dedicated students at Kirin Art High School work to achieve their dreams of becoming stars in the Korean music industry.,81.795,71,6.7
42384,TV Show,Ojakgyo Family,Kim Min-soo,"Uie, Joo Won, Baek Il-seob, Jung Woong-in, Kim Yong-rim",South Korea,2011-08-06,2011,7.0,1 Seasons,"Comedy, Family, Drama",ko,The story of a family with four sons who live together with their relatives on a farm near Seoul. Hwang Tae Hee is the third son and a policeman who falls in love with a girl named Baek Ja Eun. Baek Ja Eun is a haughty young woman who only believes in her pretty looks and is quick to flare up in anger.,91.064,4,7.0
46021,TV Show,Tapas & Beijos,"Maurício Farias, Daniela Braga","Andréa Beltrão, Fernanda Torres, Vladimir Brichta, Otávio Müller, Érico Brás",Brazil,2011-04-05,2011,7.9,1 Seasons,Comedy,pt,"The daily life of two friends, Sueli and Fátima, whom despite being independent and single women, always feel smothered.",90.062,13,7.9
35356,TV Show,Nita Negrita,Gil Tejada Jr.,"Barbie Forteza, Joshua Dionisio, Lexi Fernandez, Nova Villa, Lotlot De Leon",Philippines,2011-02-14,2011,0.0,1 Seasons,Drama,tl,"Nita Negrita is a Filipino drama series created by GMA Network. The show stars Barbie Forteza and Joshua Dionisio. Nita Negrita's original premiere date was February 14, 2011 replacing Little Star on GMA Dramarama sa Hapon block. It premiered on GMA Pinoy TV on February 17, 2011, three days after its original premiere. The show ended on June 10, 2011 and was replaced by Sinner or Saint.",86.925,0,0.0
35320,TV Show,Mutya,"Erick C. Salud, Jojo A. Saguin","Mutya Orquia, Precious Lara Quigaman, Alfred Vargas, Jairus Aquino, Malou Crisologo",Philippines,2011-01-31,2011,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama",tl,"Mutya is a Philippine fantasy series produced and aired by ABS-CBN that is based on Pablo S. Gomez's comic of the same name. The series introduced the network's newest discovered child actress Mutya Orquia. The series premiered on January 31, 2011 on ABS-CBN's primetime slot.

Mutya's premiere to the primetime bida of ABS-CBN made a high rating of 30.9% in February 1, 2011 according to KANTAR MEDIA; defeating the rival program Dwarfina of GMA-7. Orquia's portrayal of little mermaid in ""Mutya"" received acclaim from critics and the show itself garnered high ratings according to KANTAR Media. In addition to this, she was also nominated for Best New Female TV Personality in the 2011 PMPC Star Awards for TV and 2011 Gawad Tangi Awards for Best TV Child Performer.",94.408,0,0.0
39691,TV Show,Futbolilits,Mike Tuviera,"Julian Trono, Yogo Singh, Renz Valerio, Raymart Santiago, Jennylyn Mercado",Philippines,2011-07-04,2011,0.0,1 Seasons,Drama,tl,"Futbolilits is a Philippine sports drama series produced by GMA Network featuring an ensemble cast. The series premiered on July 4, 2011 in the Philippines, replacing Magic Palayok's time slot and on July 6, 2011 on GMA Pinoy TV, two-days after its original premiere.

The show was led by Raymart Santiago, Jennylyn Mercado, Paolo Contis and Angelika dela Cruz featuring Renz Valerio, Yogo Singh, Isabel ""Lenlen"" Frial and Julian Trono.",90.08,0,0.0
47711,TV Show,The Girl Named Feriha,Barış Yöş,"Çağatay Ulusoy, Metin Çekmez, Deniz Uğur, Yusuf Akgün, Ceyda Ateş",Turkey,2011-01-14,2011,5.9,1 Seasons,"Family, Drama",tr,Adını Feriha Koydum is a Turkish television drama series produced by Med Yapım. The series broadcast on Show TV and it is written by duo Melis Civelek and Sırma Yanık.,74.823,22,5.9
35097,TV Show,Almost Naked Animals,Brad Ferguson,"Rob Tinkler, Howard Jerome, Emilie-Claire Barlow, Seán Cullen, Linda Kash",Canada,2011-01-07,2011,5.1,1 Seasons,"Animation, Comedy",en,"Underwear-clad animals led by Howie the canine  run the beachfront hotel Banana Cabana, leading to mayhem, destruction  and tons of all-around fun.",103.587,15,5.1
37709,TV Show,Palace,Lee Wai Chu,"Yuan Shanshan, Yang Rong, Lu Yi, Dai Jiaoqian, Gao Yunxiang",China,2011-01-31,2011,5.4,1 Seasons,Drama,zh,A series that follows different women and their stories during the Qing Dynasty,67.236,10,5.4
41749,TV Show,Glamorosa,"Argel Joseph, Eric Quizon, Jon Red, Joyce E. Bernal","Ritz Azul-Guy, Lorna Tolentino, Gloria Diaz, Alice Dixson, Celeste Legaspi",Philippines,2011-11-07,2011,0.0,1 Seasons,Drama,tl,"Glamorosa is a Philippine drama series which tackles love, family, medical cosmetology, beauty and perfection offered by TV5 and airs Mondays to Fridays after Wil Time Bigtime.

The series is all about the world of cosmetic surgery and the glamorous lifestyle of the two cosmetic surgeons competing for love and success in an industry masked by beauty and marred by intrigues and lies. The series was led by Lorna Tolentino and Alice Dixson.

It is also the 2nd Primetime Anniversary Offering of TV5.

The Primetime Series has also been part of the Top 10 Primetime Programs in the NUTAM Ratings",69.341,0,0.0
40157,TV Show,Poppy Cat,Leo Nielsen,"Cindy Robinson, Alicyn Packard, Katie Leigh, Teresa Gallagher, Rick Zieff",United Kingdom,2011-05-02,2011,0.0,1 Seasons,"Kids, Animation, Family",en,"Join Poppy Cat and her friends as they embark on extraordinary adventures through fantastical lands. Seen through the eyes of Poppy's imaginative young owner, a little girl named Lara, each episode tells the tale of a very special cat and her colorful band of friends.",55.75,0,0.0
40038,TV Show,Esperanza del Corazón,Rodrigo Hernández,"Lucía Méndez, Fernando Allende, Bianca Marroquín, Patricio Borghetti, Marisol del Olmo",Mexico,2011-07-18,2011,0.0,1 Seasons,Drama,es,"Esperanza del Corazón is a Mexican telenovela produced by Luis de Llano Macedo for Televisa. It is a merger of Aguetas de Color de Rosa and Confidente de Secundaria, produced by Luis de Llano Macedo in 1994 and 1996, respectively. Bianca Marroquin and Patricio Borghetti star as the main protagonists, while Lucía Méndez and Lisardo Guarinos star as the main antagonists. Esperanza del Corazón won 1 award in Premios TVyNovelas: Best co-star actress.

Canal de las Estrellas aired Esperanza del Corazón from July 18, 2011 to February 3, 2012, with Un Refugio para el Amor replacing it. Univision aired Esperanza del Corazón at 2pm central from September 6 to October 14, 2011, replacing one hour of Zacatillo, un lugar en tu corazón. It was later seen at 1pm central from October 17, 2011 to March 9, 2012, replacing Rafaela. From March 12 to March 23, 2012, Univision moved ""Esperanza del Corazón"" to 12pm central, due to El Talismán airing at 1pm central.",90.866,0,0.0
